#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
360,,Mauricio Andre Isais,0.78,0.56,0,1.44,0,0.67
361,,Emilio Martinez,2,1,0,1.56,0,1.67
362,,Rodrigo Lopez,0.71,0.29,0,0.21,0,0.79
363,,Eduardo Armenta,1.17,0.08,0,0.25,0,0.42
364,,Pavel Pérez,0.67,0,0,0.11,0,0.56
365,,Dória,1.33,1.78,0.11,3.11,0,0.44
366,,José Joaquín Esquivel,1.23,0.92,0.08,0.77,0,0.54
367,,Alan Medina,0.85,0.23,0,0,0,0.62
368,,Juan Castro,0.36,0.18,0,0,0,0
369,,Martín Barragán,0.12,0.18,0,0.41,0,0.24
370,,Santiago Ormeño,0.29,0.14,0,0,0,0.14
371,,Rogelio Cortéz Pineda,1,0,0,0.29,0,0.86
372,,José Lozano,0.91,0.36,0,0.82,0,0.18
373,,Omar Moreno Villegas,0,0,0,0,0,0
374,,Efrain Orona,0.38,0.5,0,0.88,0,0
375,,Alexis Gutiérrez,0.33,0.11,0,0,0,0.33
376,,Ventura Alvarado,1.2,1.2,0,3.2,0,0.6
377,,Owen González,0.2,0.2,0,0,0,0.2
378,,Andres Colorado,0.9,0.8,0,1.3,0,0.7
379,,Christopher Trejo,0,0.2,0,0.1,0,0.2
380,,Rodrigo Aguirre,0.29,0.14,0,0,0,0.29
381,,Jonathan Torres,1,0,0,1,0,0
382,,Luis Iturbide,0,3,0,2,0,0
383,,Raymundo Rubio,0,0,0,0,0,0
384,,Diego Zago Gravito,1.5,0.5,0,2,0,2
385,,José Galindo,0,0,0,0,0,1
386,,Joaquín Moxica,0,0,0,1,0,0
387,,Eugenio Pizzuto,0,0,0,0,0,0
388,,Jesús Ocejo,0,0,0,0,0,0
389,,Edson Mata,1,0,0,0.5,0,0
390,,Patricio Salas,0,0,0,0,0,0
391,,Juan Gamboa,1.33,0,0,0,0,0.33
392,,Isaias Violante,0.2,0,0,0.2,0,0.2
393,,Ettson Ayon Calderon,0.1,0.1,0,0.3,0,0.4
394,,Ronaldo Prieto,0.64,1.27,0.09,3.82,0,0.27
395,,Gibran Lajud,0.11,0,0.11,0.89,0,0.22
396,,Joaquín Montecinos,0.11,0.22,0,0.22,0,0.33
397,,Lucas Paul De los Santos,0.63,0,0,1,0,0.13
398,,José Madueña,0.82,0.36,0,0.82,0,0.27
399,,Javier Salas,0.8,0.6,0,1.4,0,0.6
400,,Diego Medina,0.47,0.26,0,0.11,0,0.63
401,,Mauro Manotas,0.11,0,0,0,0,0.22
402,,Mario Osuna,0.58,0.42,0,0.67,0,0.58
403,,Lucas Cavallini,0.45,0,0,0.18,0,0.09
404,,Aldo Cruz,1.36,0.55,0,1,0,0.64
405,,Edgar Zaldívar,0.58,0.5,0,0.58,0,1
406,,Braian Romero,0.33,0.33,0,0,0,0.33
407,,Facundo Waller,0.33,0,0,0.33,0,0
408,,Jesús Vega,1.29,0.86,0,0.57,0,0.71
409,,Iván Tona,0.67,0.33,0,0.33,0,0.22
410,,Fernando Tapia,0,0,0.2,0.6,0,0.6
411,,Pablo Monroy,1.36,0.55,0,0.55,0,1.18
412,,Ronaldo Cisneros,0.08,0,0,0.08,0,0.38
413,,Jair Cortes,1.93,0.79,0,1.79,0,0.93
414,,Jan Carmona,0,0.5,0,0,0,0
415,,Waldo Madrid,0.6,0.2,0,0,0,0.2
416,,Ángel Robles,0.71,0,0,0,0,0.71
417,,Maximiliano Silvera,0.33,0.67,0,0,0,0
418,,Paulino de la Fuente,1,0.33,0,0,0,0.67
419,,Jesús Corona,0,0,0,0.33,0.33,0
420,,Alberto Herrera,0.33,0.33,0,1.33,0,0
421,,Carlos Gutiérrez,0.56,0,0,0,0,0.78
422,,Luis Garcia,0.31,0.31,0,0.31,0,0.38
423,,Cristian González,0.71,0.14,0,0.57,0,0.71
424,,Jair Díaz,2,0.62,0,1.38,0,1.15
425,,Ali Ávila,0.6,0,0,0.4,0,0.2
426,,Efrain Alvarez,0.83,0,0,0,0,0.17
427,,Andrija Vukčević,1.25,0.88,0,0.88,0,0.13
428,,Michael Santos,0.13,0,0,0.5,0,0.25
429,,Raúl Sandoval,1,0.63,0,1,0,0.56
430,,Román Martínez,0,0,0,0,0,0
431,,Zahid Muñoz,1,0,0,1,0,1
432,,Josué Díaz,0,1,0,0,0,0
433,,René López,1.5,0,0,0,0,0
434,,Andres Iniestra,0,0.25,0,0,0,0
435,,Francisco Figueroa,0.4,0.4,0,0,0,1.6
436,,José Macías,0,0,0,1,0,0
437,,Samuel González,1,0,0,0,0,0
438,,Carlos Galicia,0,0,0,0,0,0
439,,Ricardo Renteria Vazquez,0,0,0,1,0,0
440,,Óscar Villa,0.5,0.5,0,0.5,0,0.5
441,,Cesar Sosa,1,0,0,1,0,1
442,,Alonso Escoboza,0.25,0.25,0,1,0,0
443,,Mauro Laínez,0.33,0,0,0.11,0,0.11
444,,Sebastian Fierro,0,0.22,0,0.11,0,0.33
445,,Jair Gonzalez,0.1,0,0,0.1,0,0
446,,Daniel Rios,0,0.2,0,0,0,0.2
447,,Emanuel Montejano,0.5,0,0,0,0,0
448,,Gonzalo Pelua,0.67,1.33,0,2.83,0.17,0.67
