#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
425,,Cristian Dumitru,0,0,0,0,0.5,0
426,,Albert Hofman,0,0,0,0,0.5,0
427,,Valentin Sima,2.25,0,0,0,2,0
428,,Jakub Vojtuš,0,0,0,0,0.2,0
429,,Martin Raynov,0,0.25,0,0,0.63,0
430,,Ionuț Năstăsie,0,0,0,0,0.21,0
431,,Paul Pârvulescu,0,0,0,0,1,0
432,,Mihai Dobrescu,0,0.07,0,0,0.93,0
433,,Andrei Panait,0,0.12,0,0,1.19,0.12
434,,Valentin Costache,0,0,0,0,0.33,0
435,,Albert Stahl,0,0,0,0,0.43,0.04
436,,Jefté Betancor,0,0,0,0,0.71,0
437,,Adrian Cierpka,0,0,0,0,1,0
438,,Romario Moise,0,0,0,0,1,0
439,,Joseph Godwin,0,0,0,0,1,0
440,,Daniel Graovac,0,0,0,0,2.5,0
441,,Daniel Birzu,0,0,0,0,1,0
442,,Dylan Mboumbouni,0,0,0,0,0.8,0.2
443,,Orhan Ademi,0,0,0,0,0.38,0
444,,Ianis Stoica,0,0,0,0,0.75,0
445,,Ionut Burnea,0,0.05,0,0,1.21,0.11
446,,Mateus Santos,0,0,0,0,0.52,0.19
447,,Cristian Paz,0,0.1,0,0,0.8,0.1
448,,Mihai Bordeianu,0,0.08,0,0,0.69,0.08
449,,Boubacar Hanne,0,0,0,0,0.43,0
450,,Amadou Tidiane Diallo,0,0.08,0,0,0.5,0.08
451,,Geani Creţu,0,0.06,0,0,0.94,0.12
452,,Robert Moldoveanu,0,0,0,0,0.61,0.06
453,,Petar Petkovski,0,0,0,0,0.4,0.2
454,,Florin Ilie,0,0.33,0,0,0.71,0.13
455,,Laurențiu Brănescu,2,0,0,0,1.67,0
456,,Cătălin Hlistei,0,0,0,0,0.25,0
457,,Julio Donisa,0,0,0,0,0.44,0
458,,Dinu Moldovan,2.17,0,0.33,0,1.67,0.17
459,,Rolandas Baravykas,0,0,0,0,0.86,0
460,,Sebastian Micu,4,0,0,0,2,1
461,,Marian Danciu,0,0,0,0,0,0
462,,Raul Avram,2.5,0,0.5,0,1,0.5
463,,Iulian Costin Petrisor,0,0,0,0,1,0
464,,Andrei Căprescu,0,0,0,0,1,0.25
465,,Flavius Croitoru,3,0,0.6,0,1.6,0.4
466,,Yanis Pirvu,0,0,0,0,0.33,0
467,,Bryan Alceus,0,0,0,0,0.81,0.06
