#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
385,,Romario Benzar,0,0,0,0.53,0,0
386,,Yacouba Sylla,0,0,50,0.07,0,0
387,,Eugeniu Cebotaru,0,0,66.67,0.13,0,0
388,,Raul Steau,0,0,57.14,0.57,0,0
389,,Răzvan Trif,0,0,66.67,0.36,0,0
390,,Francisco Junior,0,0,75,0.19,0,0
391,,Remus Guțea,0.14,0,57.14,0.29,0,0
392,,George Claudiu Negoescu,0,0,50,0.17,0,0
393,,Andrei Dragu,0.06,0.09,52.68,0.74,0,0
394,,José Gomes,0.06,0.13,37.84,1.13,0,0
395,,Ionuț Vînă,0,0,75,0.4,0,0
396,,Claudiu Belu,0,0,44.44,0.2,0,0
397,,Gabriel Debeljuh,0.5,0.5,20,1.5,0.25,0
398,,David Sala,0,0,0,0,0,0
399,,Andrei  Dumiter,0.06,0.19,66.67,0.75,0,0
400,,Matko Babić,0.04,0.04,25,0.52,0,0
401,,Sergiu Buş,0,0,35.29,0.4,0,0
402,,Junior Kabananga,0,0.1,0,0.3,0,0
403,,Enes Sali,0.11,0.11,35.14,0.58,0,0
404,,Ioan Hora,0,0,0,0,0,0
405,,Sorin Șerban,0,0,0,0.5,0,0
406,,Emanuel Dat,0,0,0,1,0,0
407,,Alexandru Daniel Jipa,0,0,100,0.5,0,0
408,,Salvatore Marrone,0,0,50,0.17,0,0
409,,Mirko Ivanovski,0,0.21,28.57,1.57,0,0
410,,Damian Isac,0,0,44.44,0.36,0,0
411,,Răzvan Oaidă,0,0.14,38.46,0.64,0,0
412,,Alexandru Boiciuc,0,0.13,25,0.63,0,0
413,,Lucian Dumitriu,0.06,0,35.29,0.54,0.03,0
414,,Lóránd Fülöp,0.08,0.2,0,0.92,0,0
415,,Eduard Radaslavescu,0.07,0,25,1,0,0
416,,Rares Pop,0.12,0,40.43,1,0,0
417,,Segej Grubac,0,0.07,0,0.36,0,0
418,,Ionuț Cojocaru,0,0.33,66.67,0.67,0,0
419,,Roberto Voican,0,0,100,0.8,0,0
420,,Ovidiu Perianu,0,0,45,0.43,0,0
421,,Valentin Buhăcianu,0.06,0.19,33.33,0.63,0,0
422,,Stefan Blanaru,0,0,21.43,0.93,0,0
423,,Andrei Tîrcoveanu,0,0,38.89,0.79,0,0
