#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
472,,Jibril Ibrahimi,0.5,0,0,0,0,0.75
473,,Luca Andronache,0.33,0,0,0,0,0.33
474,,Enzo Célestine,0.14,0,0,0,0,0
475,,Gino Stefan Oprescu,0,1,0,0,0,0
476,,Alexandru Munteanu,0,1,0,0,0,1
477,,Jesús Fernández,0,0,0,0.5,0.5,0
478,,Denis Benga,0.5,0.5,0,0.5,0,0
479,,Harisson Manzala,0,0,0,0,0,0
480,,Fabiano Cibi,0,1,0,1,0,0
481,,Nicolas Popescu,0,0,0,0,0,0
482,,Veres Szilard,1.67,1.33,0,0.33,0,0.33
483,,Kassim M'Dahoma,0,2,0,3,0,0
484,,Teodor Pestisor,0,0,0,0,0,0
485,,Ovidiu Horşia,1,0.29,0,0.43,0,0.57
486,,Laurentiu Bucur,0,0,0,0,1,0
487,,Alexandru Stoian,0,0,0,0,0,0
488,,Aly Ndom,0,0,0,0,0,0
489,,Alexandru Bota,0,0,0,0,0,1
490,,David Marian Croitoru,0,0,0,0,0,0
491,,Akos Nistor,0,0,0,0,0,0
492,,Mihnea Radulescu,1,0,0,0,0,1
493,,Mario Ilie,0,0,0,0,0,0
494,,Alexandru Crivac,0,0,0,0,0,0
495,,Bogdan Ungureanu,0,0,0,0,0,0
496,,Raul Bucur,0,0,0,0,0,0
497,,Mario Ionita,0,0,0,0,0,0
498,,Costel Avram,0,0,0,0,0,0
499,,Doru Andrei,0.5,0,0,0,0,0
500,,Alberto Olaru,0,0,0,0,0,1
501,,Robert Popescu,0,0,0,0,0,0
502,,Claudiu Moise,0,0,0,0,0,0
503,,Ionut Zanfir,0.5,0,0,0,0,0
