#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
358,,Tomáš Zahradníček,0,0,0,0.83,0,0
359,,Vojtech Patrak,0,0,66.67,0.33,0,0
360,,Denis Kramář,0,0,100,0.14,0,0
361,,Hugo Jan Bačkovský,0,0,0,0,0,0
362,,Daniel Hais,0.13,0.13,0,0.38,0.06,0
363,,Jakub Šiman,0,0,0,0,0,0
364,,Nicolas Penner,0,0.06,57.14,0.22,0,0
365,,Petr Pudhorocký,0.08,0,50,0.33,0,0
366,,David Broukal,0,0,50,0.14,0,0
367,,Tomáš Solil,0.14,0.14,0,1,0,0
368,,Ondrej Coudek,0.14,0,0,0.29,0.14,0
369,,Matěj Hrabina,0,0,42.86,0.53,0,0
370,,Matej Mršić,0,0,100,0.75,0,0
371,,Yira Collins Sor,0,0,0,0.33,0,0
372,,Viktor Budinský,0,0,0,0,0,0
373,,Patrik Vízek,0,0,0,0,0,0
374,,Roman Čerepkai,0,0,0,0.75,0,0
375,,Jakub Grič,0,0,0,0.45,0,0
376,,Quadri Adebayo Adediran,0.23,0.54,70.59,1.92,0,0
377,,Daniel Köstl,0.06,0.09,45.45,0.91,0.03,0
378,,Dominik Plestil,0.13,0,50,0.25,0,0
379,,Kamso Mara,0,0,66.67,0.2,0,0
380,,Josef Koželuh,0,0,100,0.13,0,0
381,,Jáchym Šíp,0,0,0,0,0,0
382,,Dominik Kostka,0,0,27.27,0.96,0,0
383,,Lukáš Rogožan,0,0,40,0.23,0,0
384,,Michal Černák,0.05,0,38.89,0.41,0,0
385,,Jan Sterba,0,0,0,0.43,0,0
386,,Jakub Kristan,0,0,75,0.13,0,0
387,,Adam Kadlec,0,0,100,0.38,0,0
388,,Karol Mészáros,0,0.07,100,0.07,0,0
389,,Leandro Jabá,0,0.12,12.5,0.53,0,0
390,,Filip Novotny,0.06,0.06,28.57,0.33,0,0
391,,Jakub Prichystal,0.09,0,33.33,0.36,0.09,0
392,,Patrik Mekota,0,0,0,1,0,0
