#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
499,,Hadji Barry,0.07,0.2,22.22,0.8,0,0
500,,Mohamed Antar,0,0.24,47.06,0.62,0,0
501,,Ahmed Shadad,0,0,25,0.13,0,0
502,,Mohamed Nosseir,0,0,0,0.25,0,0
503,,Abdullahi Ojifinni,0,0,50,0.6,0,0
504,,Ahmed Eid,0.09,0.05,24,0.59,0,0
505,,Ziad Tolba,0,0,25,0.43,0,0
506,,Marwan Osman,0,0.11,33.33,0.22,0,0
507,,Gharib Yasser,0,0,33.33,0.31,0,0
508,,Amir Medhat,0,0,100,0,0,0
509,,Christopher John,0.04,0.07,46.15,1.21,0,0
510,,Mohamed Zaalouk,0,0,0,0,0,0
511,,Eiad El Askalany,0,0,50,0,0,0
512,,Alhassan Mubarak,0,0,0,0,0,0
513,,Mohamed Nabih,0,0,0,0,0,0
514,,Ahmed Hamdeen,0,0,66.67,0,0,0
515,,Salisu Mobarak,0,0,0,0,0,0
516,,Ahmed Rashwan,0,0,0,0,0,0
517,,Ahmed Ali Kamel,0,0,0,0.67,0,0
518,,Akinade Moses Ibukun,0,0,50,0.75,0,0
