#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
373,,Mohamed Zakaria Shika,0.75,0,0,0,0,0
374,,Mohamed Samir,0.92,1.15,0.15,1.92,0,0.15
375,,Ahmed Fathi Hamza,1.39,0.74,0,0.77,0,0.68
376,,Omar El Saaiy,0.82,0.18,0,0.27,0,0.09
377,,Hamdy Alaa,0.81,0.43,0,0,0,0.19
378,,Mohamed Desouki,1.38,0.81,0,2.09,0,0.38
379,,Islam Abdelnaim,0.64,0.28,0,0.12,0,0.28
380,,Mohamed Farouk,1.7,0.5,0,0.9,0,0.4
381,,Mohamed Gaber,1.74,1.03,0.03,0.94,0,1.39
382,,Yassin Marei,0.83,1,0.17,3,0,0
383,,Ahmed Dahesh,0.71,0,0,1,0,0.29
384,,Ahmed El Shimi,1.9,0.93,0.03,1.23,0,0.77
385,,Mostafa Ibrahim,0.89,1.33,0,2.78,0,0.44
386,,Ahmed Reda,0.92,0.58,0,0.17,0,0.33
387,,Ali Zaazaa,1,0.55,0,0.15,0,0.55
388,,Omar El Said,0.08,0.04,0,0.44,0,0.12
389,,Hazem Morsi,0.27,0.05,0,0.27,0,0.09
390,,Austin Amutu,0.07,0.07,0,0.63,0,0.04
391,,Mostafa Dowidar,0.71,0.65,0.06,0.53,0,0
392,,Amr El Morsi,1,0,0,0,0,0
393,,Girgis Magdy,0.67,0,0,0,0,0.33
394,,Ahmed Ashraf Ahmed,0.14,0.14,0,0.43,0,0.14
395,,Eslam Gaber,0.75,0.21,0,0.21,0,0.42
396,,Osama El Gazar,1.44,0.78,0,0.56,0,1
397,,Mohamed El Shamy,0.86,0.54,0.04,0.5,0,0.36
398,,Hamed Khaled El Gabry,1.25,1.08,0.04,1.08,0,0.5
399,,Ahmed Masoud,0,0,0,0.63,0.13,0.13
400,,Mohamed Hozian,0.7,0.7,0,0.7,0,0.6
401,,Samson Akinyoola,0.08,0,0,0,0,0
402,,Omar Salah,0,0,0.11,0.89,0.11,0.11
403,,Gavin Kizito,1.67,1,0,1.67,0,0.67
404,,Mohamed Abdelsalam,2,1,0,1.5,0,1.5
405,,El Sabahy Emad,1.5,1.25,0,0.25,0,0
406,,Mohamed Diab,0.56,0.89,0,2,0,0.78
407,,Mohamed Ahmed Kamel,0.27,1.18,0,3.55,0,0.27
408,,Mohamed El-Maghrabi,1.18,0.88,0.06,3,0,0.53
409,,Abdelaziz El Sayed,0.96,1.04,0,2.14,0.04,0.39
410,,Mostafa Shakshak,0.96,0.48,0,0.74,0,0.35
411,,Seif Farouk Gaafar,0.93,0.47,0,0.13,0,0.67
412,,Mahmoud Mamdouh,0.63,0.05,0,0.32,0,0.26
413,,Mohamed Bassiouny,1.13,0.67,0,0.8,0,0.8
414,,Ahmed El Sheikh,0.82,0.36,0,0.18,0,0.27
415,,Basem Morsi,0.3,0.22,0,0.3,0,0.11
416,,Essam Sobhy,1.41,1.5,0.05,2,0.05,0.59
417,,Mostafa Gamal,1.42,0.61,0,1.58,0,0.9
418,,Bruno Sávio,0.43,0.14,0,0.29,0,0.5
419,,Alia Sylla,0.29,0,0,0.29,0,0
420,,Kingsley Fidelis Kuku,1.2,0.3,0,0,0,0.1
421,,Khaled El Akhmimi,0.63,0.26,0,0.11,0,0.26
422,,Emmanuel David,0.59,0.29,0,0.06,0,0.47
