#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
361,,Slavko Damjanović,1.25,1.5,0.25,2.5,0,0.25
362,,Pavle Ivelja,0.22,0.67,0,0.22,0,0.11
363,,Mehmed Ćosić,1.13,0.6,0,0.87,0,0.87
364,,Aleksandar Ješić,1.04,1.08,0,1.04,0,0.48
365,,Nemanja Kojčić,0.8,1.6,0,3.4,0.2,0.4
366,,Arihiro Sentoku,0.82,0.36,0,0.18,0,0.36
367,,Vladimir Radivojević,0.55,0.24,0,0.28,0,0.41
368,,Dino Dolmagić,0.3,0.3,0.05,1.05,0,0.1
369,,Ibrahim Tanko,0.65,0.15,0,0.26,0,0.18
370,,Radivoj Bosić,0.65,0.17,0.04,0.17,0,0.43
371,,Haris Kadrić,0.18,0.14,0,0.36,0,0.11
372,,Saša Jovanović,0.54,0.42,0,0.29,0,0.25
373,,Lazar Arsić,0.62,0.52,0,0.19,0,0.43
374,,Ljubiša Pecelj,1.76,1.12,0,2.12,0,1.2
375,,Jovan Lukić,0.2,0.3,0,0.4,0,0.2
376,,Nemanja Subotić,0.78,0.22,0,0.09,0.03,0.25
377,,Miloš Brnović,0.83,0.17,0,0,0,0.08
378,,Dimitrije Petronijević,1.5,0.71,0,0.86,0.07,0.57
379,,Dražen Bagarić,0.63,0.19,0,0.75,0,0.44
380,,Vladimir Prijović,1.27,1.47,0,1.47,0,0.67
381,,Giorgi Papunashvili,0.33,0.33,0,0,0,0.33
382,,Nikola Stanković,1.63,0.88,0,2.13,0,0.38
383,,Ibrahim Mustapha,0.33,0.08,0,0,0,0.08
384,,Ognjen Milanović,1,0,0,0,0,0
385,,Luka Borovic,1,0,0,0,0,0
386,,Obren Kljajić,0,0,0,0,0,0
387,,Nikola Simić,0,0,0,0,0,0
388,,Marko Vučić,0.33,0.67,0,0.33,0,0.33
389,,Adrián Szőke,0.25,0,0,0,0,0
390,,Veljko Jovanović,0.25,0.25,0,0,0,0.25
